Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Tuition_fees_up_to_date,Scholarship_holder,Age_at_enrollment,Debtor,Admission_grade,Application_mode,Displaced,Previous_qualification_grade,Status
6,13.428571428571429,6,12.333333333333334,Yes,No,21,No,140.0,International student (bachelor),No,140.0,Graduate
8,14.788888888888888,7,13.464285714285714,Yes,Yes,18,No,136.6,2nd phase - general contingent,No,142.0,Graduate
5,11.2,3,10.666666666666666,Yes,No,26,No,105.0,Over 23 years old,No,140.0,Enrolled
5,12.2,5,11.6,Yes,No,41,Yes,139.4,Over 23 years old,No,133.1,Enrolled
6,14.666666666666666,6,13.666666666666666,Yes,Yes,18,No,140.0,1st phase - general contingent,Yes,148.0,Graduate
8,14.4025,8,14.4025,Yes,No,18,Yes,130.8,1st phase - general contingent,No,137.0,Graduate
8,16.3875,7,15.46875,Yes,No,31,No,138.8,1st phase - general contingent,Yes,143.0,Graduate
6,14.166666666666666,6,12.625,Yes,No,23,Yes,110.0,1st phase - general contingent,No,133.1,Graduate
6,14.983333333333334,6,14.983333333333334,Yes,No,19,No,127.8,1st phase - general contingent,Yes,138.0,Graduate
6,13.0,6,15.0,Yes,Yes,20,No,134.2,1st phase - special contingent (Madeira Island),Yes,138.0,Graduate
7,14.142857142857142,9,15.88888888888889,Yes,No,40,No,143.0,Over 23 years old,No,150.0,Graduate
3,11.0,4,11.5,Yes,No,32,Yes,120.0,Technological specialization diploma holders,Yes,120.0,Dropout
1,10.0,2,10.5,Yes,No,24,No,113.2,1st phase - general contingent,Yes,110.0,Dropout
6,13.983333333333334,6,13.983333333333334,Yes,No,18,No,135.8,2nd phase - general contingent,Yes,146.0,Graduate
6,12.833333333333334,6,13.0,Yes,No,18,No,143.5,1st phase - general contingent,No,148.0,Graduate
6,13.0,6,13.666666666666666,Yes,Yes,18,No,148.9,1st phase - general contingent,Yes,145.0,Graduate
0,0.0,0,0.0,No,No,27,No,115.6,Over 23 years old,Yes,133.1,Dropout
5,15.4,5,14.4,Yes,No,18,No,159.3,1st phase - general contingent,No,160.0,Graduate
4,11.25,4,12.0,Yes,No,26,No,138.5,Over 23 years old,No,150.0,Enrolled
6,13.666666666666666,6,14.166666666666666,Yes,No,19,No,133.2,1st phase - general contingent,Yes,130.0,Graduate
6,12.0,5,12.2,Yes,No,19,No,117.6,2nd phase - general contingent,Yes,120.0,Graduate
3,12.666666666666666,3,12.0,Yes,No,21,No,108.7,3rd phase - general contingent,Yes,115.0,Enrolled
1,11.0,2,10.5,Yes,No,24,No,106.0,1st phase - general contingent,Yes,133.1,Enrolled
2,10.5,3,12.333333333333334,Yes,No,20,No,122.6,2nd phase - general contingent,No,120.0,Dropout
5,12.2,5,12.2,Yes,No,18,No,127.4,1st phase - general contingent,Yes,134.0,Enrolled
0,0.0,0,0.0,Yes,No,30,No,100.0,Over 23 years old,No,133.1,Dropout
6,13.166666666666666,6,11.5,No,No,22,Yes,95.0,1st phase - general contingent,Yes,133.1,Enrolled
10,11.615384615384617,9,10.88888888888889,Yes,No,21,No,130.0,Holders of other higher courses,No,130.0,Graduate
8,11.675,6,12.166666666666666,Yes,No,26,No,122.8,Over 23 years old,No,120.0,Dropout
1,12.0,2,10.0,Yes,No,23,No,115.0,2nd phase - general contingent,Yes,115.0,Enrolled
6,12.166666666666666,6,12.666666666666666,Yes,Yes,18,No,145.9,2nd phase - general contingent,No,135.0,Graduate
5,12.2,5,11.4,Yes,No,21,Yes,143.0,1st phase - general contingent,Yes,133.1,Dropout
0,0.0,0,0.0,Yes,Yes,18,No,100.0,Change of course,No,145.0,Dropout
4,12.0,2,13.0,Yes,No,21,No,121.3,2nd phase - general contingent,Yes,130.0,Enrolled
5,12.0,5,13.4,Yes,No,18,No,121.2,2nd phase - general contingent,Yes,118.0,Enrolled
5,12.8,6,13.5,Yes,Yes,19,No,125.1,2nd phase - general contingent,Yes,138.0,Dropout
3,11.333333333333334,4,12.25,Yes,No,22,No,112.9,2nd phase - general contingent,Yes,122.0,Enrolled
6,12.833333333333334,6,12.285714285714286,Yes,No,19,No,120.8,1st phase - general contingent,Yes,126.0,Graduate
0,0.0,0,0.0,No,No,19,No,114.0,1st phase - general contingent,Yes,121.0,Dropout
1,13.0,2,10.5,Yes,No,19,No,132.1,2nd phase - general contingent,Yes,152.0,Dropout
5,12.0,3,14.0,Yes,No,27,No,160.0,Technological specialization diploma holders,No,160.0,Graduate
5,12.2,5,14.2,Yes,No,22,No,134.0,Ordinance No. 854-B/99,Yes,134.0,Graduate
6,13.142857142857142,5,13.0,Yes,No,18,No,124.2,1st phase - general contingent,Yes,128.0,Dropout
4,12.75,6,11.0,Yes,No,20,No,115.6,2nd phase - general contingent,Yes,125.0,Graduate
2,10.0,3,11.0,Yes,No,34,No,128.2,Change of course,No,130.0,Dropout
8,13.755555555555556,6,12.385714285714286,Yes,No,18,No,132.8,2nd phase - general contingent,Yes,138.0,Graduate
4,12.25,4,14.75,Yes,No,20,No,123.1,2nd phase - general contingent,Yes,121.0,Graduate
5,15.833333333333334,5,16.166666666666668,Yes,No,20,No,125.6,1st phase - general contingent,Yes,134.0,Graduate
0,0.0,0,0.0,Yes,No,25,No,115.0,Over 23 years old,No,130.0,Dropout
3,13.0,5,12.4,Yes,No,18,No,123.6,1st phase - general contingent,Yes,126.0,Dropout
4,13.0,5,11.6,No,No,18,No,141.7,1st phase - general contingent,No,148.0,Dropout
0,0.0,5,12.2,Yes,Yes,18,No,139.0,2nd phase - general contingent,Yes,160.0,Dropout
5,12.8,5,11.0,Yes,Yes,19,No,118.0,2nd phase - general contingent,No,118.0,Graduate
5,12.4,6,12.333333333333334,Yes,Yes,19,No,142.0,2nd phase - general contingent,Yes,150.0,Dropout
6,12.571428571428571,6,14.833333333333334,Yes,Yes,21,No,143.4,Technological specialization diploma holders,No,140.0,Graduate
10,11.9,9,11.555555555555555,Yes,No,29,No,115.9,Transfer,No,100.0,Enrolled
6,11.833333333333334,6,12.0,Yes,Yes,20,No,105.1,1st phase - general contingent,Yes,110.0,Graduate
10,12.6,11,12.727272727272728,Yes,Yes,21,Yes,138.0,Change of institution/course,Yes,140.0,Graduate
1,11.0,2,10.5,Yes,No,34,No,114.7,Change of course,No,133.1,Dropout
6,12.0,6,12.333333333333334,Yes,No,20,No,130.5,1st phase - general contingent,Yes,140.0,Graduate
1,12.0,0,0.0,Yes,No,24,No,134.3,Over 23 years old,No,110.0,Dropout
8,14.38888888888889,7,14.842857142857143,Yes,No,18,No,137.5,1st phase - general contingent,No,148.0,Graduate
7,12.2,7,12.2,Yes,No,19,No,125.3,1st phase - general contingent,No,137.0,Enrolled
4,11.75,4,10.8,Yes,Yes,18,No,111.3,1st phase - general contingent,No,120.0,Enrolled
5,14.333333333333334,4,12.75,Yes,No,28,No,144.8,Over 23 years old,No,120.0,Enrolled
1,12.0,2,11.0,Yes,No,28,No,152.1,Over 23 years old,No,130.0,Dropout
0,0.0,4,10.75,Yes,No,20,No,126.1,2nd phase - general contingent,No,132.0,Dropout
8,12.55375,8,12.55375,Yes,No,22,No,136.0,Change of course,Yes,130.0,Graduate
7,12.665714285714284,7,12.665714285714284,Yes,No,19,No,124.3,1st phase - general contingent,Yes,128.0,Graduate
4,13.0,6,12.714285714285714,Yes,No,20,No,129.9,1st phase - general contingent,Yes,132.0,Enrolled
0,0.0,2,11.75,Yes,No,26,No,136.1,Over 23 years old,No,133.1,Dropout
0,0.0,3,11.0,No,No,21,No,115.1,1st phase - general contingent,Yes,120.0,Dropout
0,0.0,0,0.0,Yes,No,18,No,143.6,1st phase - special contingent (Madeira Island),Yes,145.0,Graduate
5,12.2,5,13.4,Yes,No,18,No,115.8,2nd phase - general contingent,Yes,127.0,Graduate
17,12.117647058823527,17,12.578947368421051,Yes,No,22,No,149.0,1st phase - general contingent,Yes,135.0,Graduate
0,0.0,0,0.0,Yes,No,36,No,100.0,Over 23 years old,No,133.1,Dropout
6,11.5,6,12.0,Yes,Yes,20,No,133.4,1st phase - general contingent,Yes,125.0,Graduate
0,0.0,3,12.333333333333334,Yes,No,20,No,122.8,2nd phase - general contingent,No,127.0,Dropout
3,13.5,4,11.5,Yes,No,25,No,151.2,Over 23 years old,No,133.1,Dropout
5,13.833333333333334,5,12.8,Yes,No,35,No,137.0,Over 23 years old,No,150.0,Graduate
0,0.0,0,0.0,Yes,No,22,No,118.0,1st phase - general contingent,No,133.1,Dropout
7,12.142857142857142,7,13.285714285714286,Yes,No,26,No,126.4,Change of course,No,150.0,Enrolled
2,12.0,4,11.8,No,No,20,Yes,130.0,Technological specialization diploma holders,No,130.0,Dropout
2,13.5,6,11.333333333333334,Yes,No,50,No,112.5,Change of course,No,133.1,Dropout
5,12.002,5,12.002,Yes,No,20,No,118.3,1st phase - general contingent,No,125.0,Dropout
8,13.22222222222222,5,13.976666666666668,Yes,No,20,No,121.4,1st phase - general contingent,No,127.0,Enrolled
1,11.0,5,15.2,No,No,35,No,140.0,Holders of other higher courses,No,140.0,Dropout
6,14.166666666666666,6,13.142857142857142,Yes,Yes,19,No,109.0,1st phase - general contingent,No,110.0,Graduate
0,0.0,0,0.0,Yes,No,43,No,110.0,Over 23 years old,No,133.1,Dropout
7,13.867142857142856,7,13.867142857142856,Yes,No,19,No,119.8,2nd phase - general contingent,No,124.0,Graduate
6,12.675,6,12.675,Yes,No,25,No,130.0,Over 23 years old,No,114.0,Graduate
0,0.0,0,0.0,Yes,No,19,No,167.3,1st phase - special contingent (Madeira Island),Yes,155.0,Graduate
6,12.5,6,12.0,Yes,Yes,20,No,111.9,2nd phase - general contingent,Yes,114.0,Enrolled
0,0.0,0,0.0,Yes,No,22,No,136.0,1st phase - general contingent,Yes,133.1,Dropout
5,12.2,6,11.0,Yes,Yes,19,No,124.0,1st phase - general contingent,No,125.0,Dropout
4,11.333333333333334,4,10.75,Yes,No,32,No,132.9,Over 23 years old,No,120.0,Dropout
6,14.166666666666666,5,14.2,Yes,No,57,No,154.0,Over 23 years old,Yes,100.0,Graduate
4,11.575,4,12.6,No,No,20,No,115.0,1st phase - general contingent,No,133.1,Dropout
0,0.0,0,0.0,No,No,38,No,96.0,Over 23 years old,Yes,120.0,Dropout
5,14.166666666666666,5,14.0,Yes,No,45,No,168.2,Over 23 years old,No,120.0,Graduate
4,12.25,2,10.0,No,No,43,Yes,140.0,Over 23 years old,No,110.0,Dropout
6,13.125,6,13.833333333333334,Yes,No,19,No,137.4,2nd phase - general contingent,Yes,144.0,Graduate
1,11.0,2,11.0,No,No,49,No,150.0,Over 23 years old,No,133.1,Dropout
7,11.635714285714286,7,11.635714285714286,Yes,No,43,No,100.5,Over 23 years old,Yes,133.1,Enrolled
0,0.0,4,12.25,Yes,No,34,No,148.5,Over 23 years old,No,133.1,Dropout
5,11.285714285714286,4,12.5,Yes,No,18,Yes,123.3,2nd phase - general contingent,Yes,138.0,Enrolled
5,13.666666666666666,5,13.8,Yes,No,43,No,138.7,Over 23 years old,No,120.0,Graduate
1,11.0,3,12.0,Yes,No,21,No,117.2,1st phase - general contingent,No,120.0,Dropout
4,12.5,3,11.0,Yes,No,40,No,114.3,Over 23 years old,No,160.0,Enrolled
6,11.555555555555555,4,13.75,Yes,Yes,19,No,125.3,2nd phase - general contingent,Yes,134.0,Graduate
4,11.25,6,10.666666666666666,Yes,No,27,No,97.0,1st phase - general contingent,No,133.1,Enrolled
2,13.15,0,0.0,Yes,No,43,No,140.0,Transfer,No,110.0,Dropout
5,15.4,5,13.833333333333334,Yes,No,31,No,124.0,Change of course,No,130.0,Graduate
0,0.0,0,0.0,Yes,No,26,Yes,140.0,Technological specialization diploma holders,Yes,140.0,Enrolled
5,16.8,5,15.8,Yes,No,34,No,127.0,Over 23 years old,No,150.0,Graduate
12,12.52608695652174,12,12.52608695652174,Yes,No,30,No,110.0,Change of course,No,100.0,Graduate
0,0.0,6,12.783333333333331,Yes,No,36,No,170.0,Over 23 years old,No,133.1,Dropout
1,10.0,0,0.0,No,No,46,Yes,120.0,Holders of other higher courses,No,120.0,Dropout
3,10.666666666666666,3,13.0,Yes,No,22,No,130.0,2nd phase - general contingent,No,133.1,Graduate
0,0.0,0,0.0,Yes,No,27,No,130.0,Holders of other higher courses,No,130.0,Dropout
3,12.0,5,10.8,Yes,No,20,No,122.5,1st phase - general contingent,Yes,126.0,Enrolled
3,10.0,5,11.0,Yes,No,20,No,115.7,Change of institution/course,No,130.0,Enrolled
0,0.0,0,0.0,No,No,31,Yes,120.0,Transfer,No,140.0,Dropout
0,0.0,0,0.0,Yes,No,20,Yes,166.0,1st phase - general contingent,Yes,140.0,Enrolled
0,0.0,2,12.0,No,No,21,No,132.8,2nd phase - general contingent,Yes,145.0,Dropout
2,11.0,4,10.75,Yes,No,21,No,100.0,2nd phase - general contingent,No,133.1,Dropout
4,13.5,5,11.6,Yes,No,19,No,121.8,1st phase - general contingent,No,127.0,Graduate
4,11.6,5,11.8,Yes,Yes,20,No,109.5,2nd phase - general contingent,Yes,114.0,Graduate
6,15.166666666666666,6,16.0,Yes,No,18,No,138.3,1st phase - general contingent,No,140.0,Graduate
6,11.5,6,12.666666666666666,Yes,Yes,18,No,131.6,1st phase - general contingent,No,140.0,Graduate
6,13.5,4,14.4,Yes,No,30,Yes,125.3,Over 23 years old,No,120.0,Enrolled
0,0.0,0,0.0,No,No,34,Yes,101.5,Over 23 years old,No,133.1,Dropout
4,13.4,4,12.25,No,No,21,Yes,109.1,2nd phase - general contingent,No,115.0,Enrolled
8,12.75,5,12.6,Yes,No,20,No,123.9,Technological specialization diploma holders,No,123.9,Dropout
7,13.4,7,13.4,Yes,No,18,No,143.0,1st phase - general contingent,No,157.0,Graduate
0,0.0,0,0.0,Yes,No,21,Yes,126.3,1st phase - general contingent,Yes,127.0,Dropout
0,0.0,1,10.0,Yes,No,26,No,113.3,Transfer,No,120.0,Dropout
0,0.0,0,0.0,Yes,No,20,Yes,119.9,2nd phase - general contingent,Yes,130.0,Dropout
4,11.2,3,11.25,Yes,No,25,No,140.0,Technological specialization diploma holders,No,140.0,Dropout
0,0.0,0,0.0,Yes,No,19,No,108.0,2nd phase - general contingent,No,109.0,Enrolled
1,14.0,3,10.666666666666666,Yes,No,24,No,100.0,Over 23 years old,Yes,143.0,Dropout
5,13.4,4,11.75,Yes,No,20,No,132.4,1st phase - general contingent,No,125.0,Graduate
0,0.0,0,0.0,Yes,No,20,No,137.1,1st phase - general contingent,No,136.0,Dropout
6,14.125,6,12.666666666666666,Yes,No,18,No,138.1,1st phase - special contingent (Azores Island),Yes,157.0,Graduate
7,12.042857142857144,7,11.95,Yes,No,25,No,130.0,Over 23 years old,No,160.0,Enrolled
6,15.666666666666666,5,14.0,Yes,No,22,No,109.7,2nd phase - general contingent,Yes,116.0,Graduate
0,0.0,0,0.0,No,No,41,No,128.2,Change of course,No,113.0,Dropout
0,0.0,2,11.5,Yes,Yes,19,Yes,117.8,1st phase - general contingent,No,130.0,Dropout
5,12.8,6,12.0,Yes,No,21,No,150.0,Change of course,Yes,150.0,Graduate
6,16.666666666666668,6,16.428571428571427,Yes,No,30,Yes,160.0,Over 23 years old,Yes,110.0,Dropout
7,13.207142857142856,5,13.336000000000002,Yes,Yes,21,No,104.5,1st phase - general contingent,Yes,101.0,Graduate
0,0.0,0,0.0,Yes,Yes,26,No,112.8,Over 23 years old,No,110.0,Enrolled
6,14.0,7,14.666666666666666,Yes,No,21,No,100.0,International student (bachelor),No,133.1,Graduate
7,14.115714285714288,7,14.115714285714288,Yes,No,18,No,132.5,1st phase - general contingent,Yes,138.0,Graduate
6,13.11111111111111,6,14.857142857142858,Yes,Yes,19,No,123.3,1st phase - general contingent,Yes,138.0,Graduate
6,13.714285714285714,6,13.833333333333334,Yes,Yes,18,No,128.9,1st phase - general contingent,Yes,141.0,Graduate
4,11.75,3,11.0,Yes,No,19,No,128.3,2nd phase - general contingent,Yes,129.0,Enrolled
3,13.666666666666666,4,11.75,Yes,No,21,No,100.0,Change of course,No,127.0,Enrolled
2,12.0,2,10.0,Yes,Yes,18,No,120.1,2nd phase - general contingent,Yes,133.0,Dropout
6,12.415,6,12.415,Yes,Yes,24,No,160.0,Over 23 years old,Yes,100.0,Graduate
2,10.5,1,11.0,Yes,No,21,No,123.0,1st phase - general contingent,Yes,138.0,Enrolled
6,13.428571428571429,5,14.428571428571429,Yes,No,23,No,150.0,Technological specialization diploma holders,Yes,150.0,Graduate
7,14.312857142857142,7,14.312857142857142,Yes,Yes,18,No,124.0,2nd phase - general contingent,Yes,129.0,Graduate
5,14.5,6,15.428571428571429,No,No,26,No,120.0,Over 23 years old,No,130.0,Enrolled
5,13.4,4,12.0,Yes,No,20,No,120.4,1st phase - general contingent,Yes,133.0,Graduate
6,13.714285714285714,6,13.833333333333334,Yes,No,18,No,131.6,1st phase - general contingent,No,133.0,Graduate
6,12.142857142857142,6,12.166666666666666,Yes,No,20,No,104.2,1st phase - general contingent,Yes,107.0,Graduate
7,14.014285714285714,7,14.014285714285714,Yes,No,20,No,122.0,1st phase - general contingent,Yes,131.0,Enrolled
3,13.333333333333334,2,10.333333333333334,Yes,No,18,No,110.7,2nd phase - general contingent,Yes,118.0,Enrolled
5,13.6,5,13.2,Yes,Yes,22,No,121.7,1st phase - general contingent,Yes,136.0,Graduate
6,15.4,6,15.4,Yes,No,20,Yes,126.0,1st phase - general contingent,Yes,125.0,Graduate
8,15.925,7,13.385714285714286,Yes,Yes,19,No,128.4,2nd phase - general contingent,Yes,137.0,Graduate
4,11.0,6,10.857142857142858,Yes,No,18,Yes,134.9,1st phase - general contingent,Yes,144.0,Dropout
5,12.0,5,11.333333333333334,Yes,No,18,No,143.9,2nd phase - general contingent,No,146.0,Graduate
5,13.6,4,14.5,Yes,Yes,19,No,145.0,1st phase - general contingent,Yes,145.0,Graduate
6,12.375,6,14.166666666666666,Yes,Yes,19,No,132.0,1st phase - general contingent,Yes,126.0,Graduate
6,12.0,6,12.833333333333334,Yes,No,24,No,136.1,2nd phase - general contingent,No,141.0,Graduate
6,14.5,6,13.333333333333334,Yes,No,21,No,138.9,1st phase - general contingent,No,141.0,Graduate
6,14.571428571428571,6,13.666666666666666,Yes,Yes,20,No,102.0,1st phase - general contingent,Yes,133.1,Graduate
5,11.0,6,10.833333333333334,No,Yes,28,Yes,123.0,Over 23 years old,No,133.1,Dropout
6,13.142857142857142,6,13.428571428571429,Yes,No,21,No,137.5,1st phase - general contingent,Yes,127.0,Graduate
6,11.808333333333332,7,12.401428571428571,Yes,No,20,Yes,102.2,1st phase - general contingent,Yes,106.0,Enrolled
0,0.0,0,0.0,No,No,36,No,105.3,Transfer,No,130.0,Dropout
0,0.0,0,0.0,No,No,42,No,130.0,Over 23 years old,No,110.0,Dropout
5,11.6,4,11.5,Yes,No,47,No,122.5,Over 23 years old,No,150.0,Dropout
0,0.0,0,0.0,No,No,25,No,112.0,Over 23 years old,No,160.0,Dropout
6,13.5,6,14.142857142857142,Yes,Yes,25,No,110.0,Over 23 years old,No,170.0,Graduate
0,0.0,0,0.0,Yes,No,48,No,149.5,Over 23 years old,No,133.1,Dropout
10,12.8,10,13.8,Yes,Yes,32,No,141.0,Change of course,No,120.0,Graduate
5,13.6,10,13.6,Yes,No,38,No,130.0,Holders of other higher courses,No,130.0,Dropout
9,11.88888888888889,15,11.733333333333333,Yes,No,37,No,130.0,Holders of other higher courses,No,130.0,Graduate
1,10.0,1,10.0,No,No,26,No,104.0,Over 23 years old,No,120.0,Dropout
0,0.0,0,0.0,Yes,No,23,No,110.0,Technological specialization diploma holders,No,110.0,Dropout
0,0.0,0,0.0,Yes,No,23,No,120.0,Technological specialization diploma holders,No,120.0,Enrolled
4,12.0,4,10.8,Yes,No,20,No,130.0,Technological specialization diploma holders,No,130.0,Enrolled
7,13.30625,6,13.046666666666669,Yes,No,26,No,127.0,Over 23 years old,Yes,150.0,Dropout
6,10.833333333333334,8,11.0,Yes,No,45,No,100.0,Change of course,No,120.0,Enrolled
3,11.666666666666666,3,12.333333333333334,Yes,Yes,26,No,111.0,Over 23 years old,Yes,100.0,Enrolled
7,13.285714285714286,10,11.8,Yes,No,26,No,130.0,Change of course,No,133.1,Graduate
3,11.25,3,11.0,Yes,No,25,No,130.1,Over 23 years old,No,130.0,Enrolled
8,13.11,8,13.11,Yes,No,18,No,127.5,1st phase - special contingent (Madeira Island),Yes,145.0,Graduate
7,14.414285714285716,7,14.414285714285716,Yes,No,27,No,130.0,Holders of other higher courses,Yes,130.0,Graduate
0,0.0,0,0.0,No,No,24,No,115.0,2nd phase - general contingent,No,115.0,Dropout
5,12.2,5,12.333333333333334,Yes,No,20,No,126.8,2nd phase - general contingent,Yes,124.0,Graduate
1,10.0,0,0.0,Yes,Yes,18,No,116.7,1st phase - general contingent,Yes,124.0,Dropout
8,13.3125,7,14.1,Yes,Yes,18,No,128.5,2nd phase - general contingent,Yes,134.0,Graduate
8,13.045,8,13.045,Yes,No,18,No,127.5,1st phase - general contingent,Yes,137.0,Graduate
5,12.858,5,12.858,Yes,No,19,No,117.5,1st phase - general contingent,Yes,124.0,Enrolled
8,14.2525,8,14.2525,Yes,Yes,19,No,148.8,Transfer,Yes,136.0,Graduate
7,11.242857142857142,5,14.06,Yes,Yes,19,No,120.2,1st phase - general contingent,No,126.0,Enrolled
7,15.075714285714286,7,15.075714285714286,Yes,No,18,No,127.3,1st phase - general contingent,Yes,142.0,Graduate
0,0.0,0,0.0,Yes,Yes,18,No,136.1,2nd phase - general contingent,Yes,141.0,Enrolled
5,12.6,4,13.75,Yes,No,19,No,122.4,Change of course,Yes,129.0,Enrolled
12,13.214285714285714,17,13.15,Yes,No,23,No,130.0,Holders of other higher courses,Yes,130.0,Graduate
5,11.8,5,12.333333333333334,Yes,Yes,21,No,121.7,1st phase - general contingent,Yes,136.0,Graduate
8,13.122222222222222,7,13.778571428571428,Yes,Yes,18,No,122.7,1st phase - general contingent,Yes,137.0,Graduate
1,11.0,3,10.333333333333334,No,No,20,Yes,129.2,1st phase - general contingent,Yes,125.0,Dropout
2,11.0,3,11.333333333333334,Yes,No,23,No,105.0,Change of course,Yes,119.0,Enrolled
6,12.666666666666666,5,13.2,Yes,No,20,No,129.9,1st phase - general contingent,Yes,132.0,Enrolled
6,12.375,6,13.571428571428571,Yes,Yes,18,No,136.3,1st phase - general contingent,No,152.0,Graduate
7,13.428571428571429,11,12.75,Yes,No,29,No,114.9,1st phase - general contingent,No,125.0,Graduate
1,12.0,3,13.0,Yes,No,28,No,102.0,Over 23 years old,Yes,133.1,Dropout
4,11.0,3,11.333333333333334,Yes,No,19,No,111.3,1st phase - general contingent,Yes,120.0,Enrolled
0,0.0,0,0.0,No,No,24,Yes,130.9,Over 23 years old,No,148.0,Dropout
0,0.0,0,0.0,Yes,Yes,33,Yes,100.0,Over 23 years old,No,133.1,Dropout
1,11.0,2,12.5,No,No,19,No,112.9,2nd phase - general contingent,Yes,115.0,Dropout
6,14.142857142857142,6,14.857142857142858,Yes,No,19,No,112.7,1st phase - general contingent,No,120.0,Graduate
7,11.571428571428571,8,12.0,Yes,No,37,No,143.0,Over 23 years old,No,133.1,Graduate
0,0.0,0,0.0,No,Yes,18,Yes,155.1,1st phase - general contingent,Yes,168.0,Graduate
0,0.0,0,0.0,Yes,No,29,No,127.6,Over 23 years old,No,130.0,Enrolled
8,12.6875,7,12.828571428571427,Yes,No,37,No,146.6,Over 23 years old,No,133.1,Graduate
0,0.0,0,0.0,Yes,No,36,No,141.0,Over 23 years old,No,137.0,Dropout
5,14.0,6,13.333333333333334,Yes,No,19,No,120.6,1st phase - general contingent,Yes,123.0,Graduate
14,13.072857142857144,14,13.072857142857144,Yes,Yes,33,No,110.0,Transfer,Yes,150.0,Graduate
3,11.0,5,12.0,No,No,34,No,108.6,Transfer,No,120.0,Dropout
6,16.0,6,15.5,Yes,No,18,No,134.9,1st phase - general contingent,Yes,145.0,Graduate
0,0.0,0,0.0,Yes,No,20,No,120.0,Technological specialization diploma holders,Yes,120.0,Dropout
6,15.166666666666666,6,14.714285714285714,Yes,Yes,19,No,141.3,1st phase - general contingent,No,142.0,Graduate
6,15.333333333333334,6,16.714285714285715,Yes,No,20,No,135.6,1st phase - general contingent,Yes,147.0,Graduate
6,11.666666666666666,6,10.857142857142858,Yes,Yes,19,No,121.5,1st phase - general contingent,Yes,125.0,Graduate
6,12.416666666666666,6,11.658333333333331,Yes,No,19,No,125.0,1st phase - general contingent,Yes,126.0,Graduate
